visit_time,review_date,rating,title,comment
September 2014,"November 3, 2014 ",4,Thailand in Topeka,I've eaten at Thai restaurants from coast to coast and north to south. I was delighted to find Tuptim Thai in Topeka. Featuring authentic Thai foods prepared by a Thai chef who returns to Thailand every July to work on keeping his culinary skills sharp 
October 2014,"October 22, 2014 ",5,Great Service,This place had great service and the food was really good. Medium ended up not being that hot but they gave me extra hot sauce on the side to help out.
May 2014,"October 14, 2014 ",5,Consistently great food!,"Amazing food every time I go there! Great service even with a group of 8+, which is hard to find in Topeka. Money bags are seriously amazing!! And finsihing with the the purple ice cream is a must!"
,"October 3, 2014 ",5,Thailicious,"I have never had Thai food before and I did not anticipate Topeka having raving reviews for Thai restaurants. However, this place completely met my expectations and then some. Delicious, lite, great use of spice and flavors--forget Chinese food. Thai is the way to go and "
,"September 30, 2014 ",5,Great Authentic Thai Food,"This was a spur of the moment stop as I was passing through Topeka. After a search for area restaurants on Google maps, this place came up with good reviews. This place has authentic Thai favorites with vegetarian options. All entrees give you the choice "
June 2014,"September 29, 2014 ",5,Tuptim Thai Tops Topeka,"The atmosphere, music, wait staff, and food at Tuptim Thai are all at the top of my list for local, non-chain restaurants.  Go early and eat lots.  You cannot go wrong with any selection.  Once when asked if I wanted dessert, I said,  ""I want "
September 2014,"September 10, 2014 ",5,Oh so good!,I love this place!  The chicken pad thai is amazing and so well prepared.  Appetizers that leave you wanting more and more.  Friendly staff and wonderful atmosphere to boot!
August 2014,"September 2, 2014 ",5,A Topeka Favorite,"This is a favorite place for my co-workers when we go out to lunch. I have been here several times, and have never tried anything that wasn't good. One of my favorites is the Thai angel hair pasta, although the curries are all fantastic. For "
April 2014,"September 2, 2014 ",5,Such good food!,This is such an awesome restaurant.  The food is fantastic and the place is very nice. But the food is so so good. I can't wait to visit again!
August 2014,"September 2, 2014 ",4,Best Thai In Town,"All things considered, Topeka is fortunate to have this kind of restaurant in town.  

Food - outstanding quality on the food, particularly the Phad Thai and Thai Fried Rice.  There are plenty of other options on the menu, all good but not all great.  You "
July 2014,"August 5, 2014 ",4,good fresh Thai food,We had spring rolls and Tuptim rolls for appetizer and Honey shrimp and Thai duck for main course.  Delicious!
,"August 2, 2014 ",5,Great experience,"We visit this place regularly not just for dine in but usually do carry out. Out of the numerous times we have ordered food to go, every time the order has been great! No matter what strange additions or types of meals they always successfully "
July 2014,"July 31, 2014 ",4,Enjoyed our lunch!,Had lunch here while visiting the State Capitol in Topeka.  The food was good and the lunch special prices are reasonable.  I like that they leave a pitcher of ice water at each table so you can refill your own glasses.  The service was good .
July 2014,"July 9, 2014 ",5,Thai Surprise,We got off the expressway to find gas and thought we would eat before we got back on. We saw the Tuptim Thai and thought it had to be better than all of fast food places we usually run into. The meal far exceeded our 
July 2014,"July 7, 2014 ",1,No service when alone,"We've eaten here many times before and the food is always good. However, I have always been with others, and this time I was alone. It was 1 o'clock; the lunch rush was finishing. I was seated promptly and offered water. Two nearby tables were "
June 2014,"June 11, 2014 ",5,"Excellent food, excellent service","We found the wait staff to be wonderfully pleasant and helpful. Even servers other than our own would cruise by every so often to see if we needed anything. The food was very good, and there's definitely an abundance of it. I disagree with the "
February 2014,"June 10, 2014 ",3,I wish it were better.,Tuptim Thai is the first Thai restaurant that we tried and it is pretty good. I have since been to other Thai restaurants and learned more about the food. I feel that this is a fast food version of Thai food and improvement is needed .
April 2014,"May 28, 2014 ",4,Great food and service,"This is one of our favorite Topeka restaurants.  The food is well prepared, reasonably priced, and the service is excellent.  We really enjoy their Moneybags appetizer, and they have a large selection of entrees to chose from."
May 2014,"May 28, 2014 ",5,A Gem in T-Town,"I Love this family owned restaurant. It is perfect for just about any occasion. I generally go for lunch or dinner with friends. There are always business people there for lunch as well as couples and families in the evening. The food, service, and cleanliness "
May 2014,"May 19, 2014 ",4,"Competent, Worthwhile","Someone in the kitchen knows what they're doing.  A very good variety of dishes from which to choose, all very well presented and properly prepared.  The staff knows enought to be able to explain the dishes for those who are not familiar with Thai cooking, "
,"May 16, 2014 ",5,This Place is Awesome !,Can't believe that I've never been here before.  Now have been twice in a couple if weeks !  It's the cleanest restaurant that I have EVER been in !  The food is ridiculously good.  Get Money Bags appetizer.  It's incredible.  Wait staff and others are 
April 2014,"April 16, 2014 ",4,One of the Best Restaurants in Topeka & Healthiest!,"This restaurant is one of the over all best in Topeka, KS.  It serves really good food that is for the most part very healthy.  Stay away from all the fried stuff and it's the healthiest.  Really good quality and plenty of quantity for the "
April 2014,"April 16, 2014 ",5,Great Thai food in Topeka!,"I love Tuptim Thai. With great food, good service and fair prices, what's not to love?

In a city that isn't exactly known for its culinary offerings, this restaurant offers diners the chance to experience something other than fried bits of formerly living things.

If "
January 2014,"April 15, 2014 ",5,Great Food!,If you enjoy authentic Thai food this is the place to go.  I have visited Thailand multiple times and this food is the real deal.  We have been to this restaurant several times and the food is always consistent.
February 2014,"April 15, 2014 ",4,The best food in Topeka?,"Dining in Topeka is a lot like dining in College Station, Texas. You can find a meal but there aren't a lot of people driving from any distance for the dining experiences on offer. Set against that low a bar, Tuptim is actually quite good ."
April 2014,"April 15, 2014 ",5,Thai One On!,"Tuptim Thai is a wonderful place to eat, either for a casual or business lunch or a fun evening out with friends or family.  They have an extensive menu, a friendly and  knowledgeable wait staff, and a nice understated elegance in their dining area.  Many "
February 2014,"March 23, 2014 ",4,just fine,Went here on a Friday night during busy dinnertime because we couldn't get in anywhere else.  It was good.  There was four of us and everything was good.  There is probably not a bad choice on the menu.
March 2014,"March 22, 2014 ",4,Great Thai Dining Experience,"My wife is a Topeka native and we both live Thai food, so I was excited to take her to a good Thai restaurant that she hadn't heard of in her own home town. This was the second time I've eaten here, discovering it while "
,"March 21, 2014 ",5,A Favorite!,My husband and I love Tuptim Thai.  Everything is always so tasty. He loves the tuna salad and my favorite is the angel hair tofu.  Favorite place in Topeka for any special event.
February 2014,"March 5, 2014 ",5,Good Thai,"In Topeka Ks if you want Thai this is the place most people go, we have been there a couple times and really like it.  Granted we don't usually eat a lot of Thai, but we like it, food good, service has always been good, "
February 2014,"March 4, 2014 ",4,Crowd Pleaser,"Excellent, consistent crowd pleaser.  Love the cashew chicken. I've never talked to anyone that didn't total enjoy the food.  Multi-cultural crowd."
January 2014,"March 4, 2014 ",5,Excellent Thai,"This is a great all around Thai restaurant. The atmosphere is pleasant, clean and relaxing, the food is always fresh and the service is very good. You might have to wait on some busy nights for a seat, but it is worth it."
February 2014,"March 4, 2014 ",4,Consistently Good Thai,"Tuptim Thai is a deservedly popular, consistently good Asian restaurant featuring a nice selection of Thai favorites, including Pad Thai, various curries, and a good selection of meat, seafood or vegetarian options, all of which can be custom ordered at the heat level you prefer ."
,"January 23, 2014 ",5,Great Thai. Great food. ,THIS PLACE IS GREAT! So glad Topeka has somewhere non chain to dine. I haven't had anything I didn't like and the servers were kind and helpful.
December 2013,"January 1, 2014 ",5,One of my Favorites,"This is one of my favorite places to eat in Topeka. The food is always good and you can order it in a variety of ways. Almost all dishes can be tweaked so that they are Vegetarian. You can choose between different types of meat, "
December 2013,"December 10, 2013 ",2,"Good food, atrocious service","I've been here a few times and always enjoy the food, but the service is typically slow.  Knowing that going in, I went for lunch today, and finally was forced to leave after 25 minutes of no service.  We were seated and then ignored.  Even "
October 2013,"October 19, 2013 ",4,Good hot or not,The food was very good.  The sticky rice and mango was very good.  The Pad Ti was very good and had lots of meat in it.  The decor was nice.  There was no wait to get in but they were mostly full.  We got our 
September 2013,"October 14, 2013 ",4,Atmosphere is bland but the food is great!,The look of the restaurant isn't much to look at both inside and outside but the food is delicious.  If you enjoy Thai food - this place is a must!!
September 2013,"September 26, 2013 ",5,I crave Tuptim Thai!,We heard a friend saying how much they love to eat here so we gave it a try.  The first impression we had was WOW the parking lot is full.  Must be good.  It's location is in a kind of run down area which was 
August 2013,"August 31, 2013 ",4,"I love Thai food, this restaurant is worth a visit","Very pleasant restaurant, good atmosphere and delicious food. The restaurant is large with several dining rooms decorated with oriental artifacts. Like other reviewers, I enjoyed the money bags as an appetizer. Entree was fresh and tasty. I will certainly go back when I am in "
August 2013,"August 24, 2013 ",5,$ Bags won't cost you all yours!,"The first thing I noticed when I stepped into the building is how clean and tasteful the restaurant looked.  I had heard so much about the Money Bags that I ordered those right away.  They were so good, I ordered another helping.  There are 8 "
August 2013,"August 22, 2013 ",4,Surprisingly Delicious,"We were moving across the country, and desperately wanted a break from the typical fried on the go food.  The atmosphere of the restaurant seemed clean, welcoming and the paintings were beautiful.  The food was good, not the best Thai place I have ever been "
May 2013,"August 12, 2013 ",5,"It's all good, but the money bags are crazy good","I’m not sure what would happen to me if someone told me I could never eat money bags again. I would try to move on, but each day would be a struggle. It’s not that I eat them everyday, but I always know I can "
August 2013,"August 8, 2013 ",5,Wonderful,So glad we stopped here for lunch. Despite the crowded parking lot and entry they we able to seat us very quickly. The food was wonderful. So nice to be able to  taste the vegetables and other ingredients in the entrees. Following the recommendations of 
June 2013,"July 26, 2013 ",4,Moneybags!,All of Tuptim Thai's selections are excellent. You have to get the Money bag appetizers. They are like mini crab rangoons. Service there has always been fast and courteous.
April 2013,"July 14, 2013 ",5,"All I have to say is ""Money Bags!""","We LOVE Tuptim Thai!  We love their Money Bags, they are like crab ragoon, but SOOO much better!  They are light, fluffy and SO tasty, and the sauce that comes with them is so good!  We also love their Pineapple Chicken Fried Rice, YUMMO!  And "
May 2013,"May 31, 2013 ",5,Very Yummy Lunch,Driving west on I-70 and decided to stop at Topeka for lunch. Did a quick Internet search and found this restaurant. I had never had Thai food before. It was very yummy. We will stop again.
May 2013,"May 22, 2013 ",5,Great Food,"Went there last night with a businees associate. Service was good. Menu was very complete. 
Food was served quickly. Appetizers and entree were great.
Would definitely go there for any occasion."
April 2013,"May 19, 2013 ",4,Watch out for the spices!,"I have had food from this place several times now.  The food is really good, but the spicy level changes.  I typically order my food with a medium spice, but sometimes it turns out to be hot.

If you decide to try this place, the "
May 2013,"May 17, 2013 ",5,Always top of our list,"Coming from the San Francisco area, we know our Thai food.  Love, love, love this place!

The handmade money bags are a must for appetizer.  (Sometimes I will stop in when I'm in the area and get an order to go just for a snack!) "
May 2013,"May 9, 2013 ",5,Great Food - new address,"This restaurant is very good.  I like the fact that you can choose if you want your food served mild, medium, hot or very hot.  They also offer you a spice tray so if you want more spice you can add as much as you "
April 2013,"April 17, 2013 ",4,"Great Food, ""Eh"" Service","I have been here multiple times with family, but recently I took my Fiance to try it for the first time. I always get the Phad Thai with Shrimp or Chicken, Medium Spice, and she also had Phad Thai, Mild with Shrimp. The food was "
March 2013,"March 29, 2013 ",4,Nice Thai,"I had been to Tuptim before they moved to this new location, and liked it. Returned, and it is still very good. It is an unfancy place, which serves good food.
Service is nice and prompt. Food is simple and tasty. 
If in Topeka, and "
February 2013,"March 10, 2013 ",5,My favorite restaurant.,"Tuptim Thai is always crowded, and it seems to be especially busy in the spring during the legislative session when so many legislators are in town and need a place to eat lunch. The money bags are my favorite appetizer, and I love the crab "
,"January 6, 2013 ",5,Five stars!,"Really good food, good service, and it was packed, which is always a good sign! Try the money bags and pineapple fried rice!!!!"
November 2012,"December 6, 2012 ",5,Outstanding Thai food in Topeka,"Tuptim Thai is not to be missed; every dish I have ordered there (approx. 10 dishes) has been fantastic and cooked just right.  They can prepare the food with no spice, or hot enough to melt cement.  It's a GREAT restaurant with a large menu "
November 2012,"November 23, 2012 ",5,Soooo Good!,VERY VERY GOOD! We love traveling to Thailand and therefore love Thai food.  We ordered our food Thai hot and it was perfectly spicy.  I highly recommend this place.  Definitely not much from the outside but the food was super delicious.  Ordered the Tom Yum 
August 2012,"November 18, 2012 ",5,Excellent Thai food,"Very good food, and good service.  Pricey, but not unreasonable for the quality.  Be sure to specify how spicy you like it - they go from mild to ""Thai hot"", which is very hot!"
November 2012,"November 16, 2012 ",5,Very Good,The food was very good. WE had four different things and then shared. They were very well flavored and the service was first rate. Will be going back.
October 2012,"November 3, 2012 ",5,Something...tastes...awesome.,"I still can't believe it.  I found the best Thai food I've ever had  in Topeka, KS?  I checked my receipt to make certain it wasn't a dream.  Turns out, it was real, and it didn't even cost me that much.  Great curry.  Sticky rice "
October 2012,"October 26, 2012 ",5,All Good!,"Had recent dinner here.  Too many attractive irems on the menu!  Had to make a decision, so opted for a shrimp curry (Panang?).  It was a nice contrast of hot/sweet, with good rice.  My friend enjoyed a different seafood stir fry,and was very pleased."
October 2012,"October 18, 2012 ",5,Best Thai Ever!,"Tuptim Thai is great! We love it for our family, and it is great for lunch with co-workers or clients. You will really be suprised by the quality of service and the excellent food. The money bags and Pad Thai are the best!"
October 2012,"October 18, 2012 ",4,CONSISTENT AND A THAI RESTAURANT FAVORITE,TT has been a favorite of mine for many years. Their food is always fresh. Their vegetable soup is to die for and the spring rolls delicious. This is a must-visit if you're in Topeka.
October 2012,"October 6, 2012 ",5,Best Thai food since Bangkok,"I lived in Bangkok for two years and this is the best Thai Basil Chicken that I have had since then.  Very large portions, very hot ( I ordered medium and it was plenty hot for me!) and they used Thai Basil ( too many "
October 2012,"October 6, 2012 ",5,Very Good Thai,"This is my favorite place to eat in Topeka. The staff is attentive and the food is great. My favorite menu item is the green curry, but I have never had anything that I didn't like."
September 2012,"October 3, 2012 ",4,Modern clean restaurant with great food,"Thai food is one of my favorites, but I am picky about how it is prepared. Some restaurants are better than others. Tuptim Thai does a nice  job. We were warmly greeted and seated right away. The smells from the kitchen made me even more "
October 2012,"October 3, 2012 ",5,It is always Tuptim Tai-m,"Fast service, excellent flavor. This was my first Tai food experience and I am hooked. Massaman curry, Tai hot plus is a definite dining eperience if you can take the heat. Heat goes away fast and the flavor of the food is something to look "
September 2012,"September 10, 2012 ",4,"Great food, friendly service","It can be hit or miss venturing off the interstate, but we had an excellent meal here.  The restrooms were nice as well."
August 2012,"August 31, 2012 ",5,Best restuarant in Topeka!,"This is a gem is east Topeka.  Very authentic.  It is the best Thai food we have been able to find outside if Thailand.  They have a great lunch deal and service is very fast, so it a great stop for lunch.  Only downside is "
August 2012,"August 27, 2012 ",4,Remember your in TOPEKA,"This is a great TOPEKA restaurant! Remember you are in Topeka so food choices are very limited.  This restaurant plopped down in the middle of Chicago is a 3 star.  But for Topeka, this is a HIT!  The decor is a nice modern vibe but "
,"August 23, 2012 ",5,Great Food,It is so nice to find a place like this that you want to go back to and tell your friends about. I haven't had anything on the menu that wasn't wonderful. Try something that didn't come out of a box or a bag from 
August 2012,"August 20, 2012 ",5,Great Thai food and wonderful staff,We went to Tuptim Thai on advice from a friend.  We were not disappointed.  The service was excellent and the food was very good.  We enjoyed our time at the restaurant and look forward to returning.  The spice tray was a good addition as you 
June 2012,"August 3, 2012 ",5,Good Choice,"Nice atmosphere, good service (which is hard to come by in Topeka), and excellent food!  We will be back for more!"
July 2012,"July 19, 2012 ",5,Thai cuisine in the heartland,"The food, atmosphere, service, and cleanliness of the Tuptim Thai in Topeka are all excellent. The friendly owners, Chira and Casey, are perfectionists, doing their best to treat each customer with respect and care. They cook and prepare everything from scratch, using quality ingredients. Quantities "
July 2012,"July 9, 2012 ",5,No Ties With This Thai! It's a Winner!,"I'll start by saying that I have been fortunate enough to travel the world and have enjoyed Thai food in Thailand. Thai cuisine is one of my favorites, but it is also one of those genres of food that when not prepared properly can be "
October 2011,"June 8, 2012 ",5,A jewel to return to again and again,"While many diners might not expect to enjoy a world-class culinary treat in Topeka, Kansas, I'd advise you to leave your low expectations behind and instead bring your appetite if you go to Tuptim. Whenever I have guests in from out of town, I like "
,"June 3, 2012 ",4,"Good Menu, Nice Meal","First off, the restaurant has moved to 220 29th Street, almost within view. Fairly busy just after 5 pm. Extensive menu, prices a squeak higher than expected. Service very good. Food very good. Spiciness just right. Had the Sweet Chili prep with tofu and veggies ."
May 2012,"May 19, 2012 ",5,Sooo good!,I have eaten here several times since moving to Topeka a year ago and just commented to my husband tonight that I am never eating crappy greasy Chinese takeout again!  The food at Tuptim is always fresh and beautiful.  I have both dined in and 
,"May 14, 2012 ",4,Great food. Pad thai is awesome.,Got the pad Thai and it was amazing. Great food it can get very spicy though. It was a good time and the food was awesome. Highly recommended.
January 2012,"May 10, 2012 ",5,My favorite restaurant in Topeka,"I've never had an entree I didn't like here. It's definitely my favorite place to eat, and they have several fun (non-alcoholic) drinks to try -- chrysanthemum sweet tea, coconut juice, fresh pineapple juice, etc. 

Don't ask for ""Thai hot"" seasoning unless you really mean "
April 2012,"May 9, 2012 ",5,Favorite Restaurant in Topeka!,"This is seriously the best food!  Every birthday and occasion I suggest Tuptim Thai.  My favorite meal is the Titi Enchantment.  MMM!!! =)  their money bags, and spring rolls on the sampler appetizer is delish! They also have a spice tray that is fun to "
January 2012,"March 30, 2012 ",5,Excellent as always...,"Food stands up to Thai food in Thai heavy population areas, if you ask for Thai hot you will get it. This is clsoer to fine dining than a quick grab and go - but thier take out menu is as good as eating in  "
,"February 20, 2012 ",5,Best Thai I have ever had,"I have been to Thai rstaurants in New York, Boston, K.C., D.C., many others. I have never had any better.  You will be addicted after your first visit"
December 2011,"January 12, 2012 ",4,Great Thai food,"Tuptim Thai is one of our go-to restaurants.  The food never fails.  We usually start with the moneybags or tempura, both served with sauces that are dead-on.  My favorite entree is the Pad Thai; this is the hallmark of Thai restaurants, because if they can't "
,"December 28, 2011 ",5,"Great food, friendly service","Love the food! Made to order.  Great spring rolls, chicken thunder, wonderful Thai noodles with chicken!"
November 2011,"December 15, 2011 ",5,"Good Thai food... for Topeka, KS","I LOVE this place!  I always get the same menu item so I couldn't really tell you about anything but the Chicken Pad Thai.  Every time I've been the service has been good and the food has been good!  Also, go for the money bags "
November 2011,"November 12, 2011 ",5,Yum,"We had not been to the new location, and when the need for some lunch came up, and we were on the south end of town, it was an easy decision. We love the moneybags, and it seems those are always on our order. The "
September 2011,"October 31, 2011 ",5,Wonderful Thai Food and the Best Restaurant in Town,My family have been regulars at Tuptim Thai since the first day they opened.  Without question it is my favorite place in Topeka.  It is owned by a very nice family and their staff exhibit the same friendliness of the owners.  I am a Thai 
September 2011,"September 7, 2011 ",5,OMG!  The food was great!  I was plesantly surprised!,I travel to Thailand on business 4 - 5 times a year!  This is one of the few restaurants that can mimic the food to perfection.  The atmosphere is great and my family had a great time.
July 2011,"July 11, 2011 ",4,Thai food in Topeka - pleasantly surprised,"As I get older, I have come to accept that I have an Asian palette. Being Chinese, I am particularly picky about Chinese food but much less so about Japanese, Vietnamese, Thai, or Korean. So when we travel, we look for these.

Tuptim Thai was "
June 2011,"June 11, 2011 ",5,Best ethnic food I've found between KC and Denver!,"We had to stop in Topeka because my wife was sick, so I went for a quick dinner alone.  I'm not always convinced by reviews on ethnic restaurants in mid-Kansas (I guess I should review the disappointing Mexican place we visited in Salina), but gave "
March 2011,"March 28, 2011 ",5,Great food at a reasonable price,The Pad Thai is to die for.  The food is fresh.  I go about one a month and have never been disappointed.
,"November 22, 2010 ",2,Nothing Special,"Not impressed.  I have been to this restaurant previous years earlier and it was ok.  I have just returned from the Tuptim's where I shall never return again.  My food I ordered was ok, but my fiance's food had one large thick black hair in "
,"November 4, 2010 ",4,Best ethnic food in Topeka,"As a frequent visitor to Tuptim, I've always been impressed with the consistency and flavor of their food. I've taken all my friends and cohorts with me to get them to try the cuisine. The restaurant obviously had started it's life with a country flai "
,"October 28, 2010 ",5,Best Pad Thai Noodles,"I rate all Pad Thai noodles from other Thai restaurants agains the Pad Thai noodles served at Tuptim Thai in Topeka, Kansas. The service is never rushed. The wait staff is friendly and the food is the best. In additional pad thai noodles, I love "
,"July 30, 2010 ",4,AM i in Kansas?,"What a surprise find of Tuptim Thai!  When the ""best"" restaurants often cited for Topeka list places like Denny's, Ruby Tuesdays or Olive Garden I feared Kansas was a gastronomic wasteland. What a delight to have such a great experience here: Money Bags (crab with "
,"July 28, 2010 ",4,Thai me up into knots,"I love Thai food and used to think I had to travel up to Lawrence to get some good/decent Thai food. Not true. Tuptim holds their own.
It's like Thai Siam, but with better atmosphere, better service and more seating!!! If you like Thai Siam "
,"July 26, 2010 ",5,The best asian cuisine in Topeka.,I've never had a bad meal at this place great wait staff 
,"May 25, 2010 ",4,I was pleasantly surprised by this...,"I was pleasantly surprised by this restaurant. It's better Thai food than I can get in Lawrence. I haven't had anything bad here. I saw beef salad on the web menu, but it wasn't on the printed menu at the restaurant. I asked about it "
,"March 15, 2010 ",5,Fantastic Thai in the Heartland,I always enjoy the curry here.  Great prices and Great Food.  For Topeka this is a hidden gem away from the Wanamaker corridor.
,"January 29, 2010 ",5,LOVE this restaurant,I drive in from Lawrence to eat at Tuptim Thai. Its always fabulous.
,"January 18, 2010 ",4,Very good food,Definitely above average for a speciality restaurant.  They have remodelded which makes it much nicer.
,"January 17, 2010 ",5,One of the BEST restaurants in Topeka,"I love the food here, Its affordable, and delicious.  I love the basil & chicken.  or the bean noodle dishes or the phad thai.   Lunch is more affordable.  Dinner is very nice.  Nice silverware, nice linens, real dishes.  real glass.  No plastic  The servers are "
,"November 20, 2009 ",5,Awesome,"I don't know how it can be called pricey.  I routinely eat lunch there for around $6 or $7 and leave absolutely stuffed.  The do control the heat very well (mild, medium, and hot variations).  I have had the phad tai and another chicken dish ."
,"October 20, 2009 ",3,Expensive .. but ok,"When they served bottled thai chili sauce with the chicken barbecue, that's it. For the price they could've done better. The Bad: pricey. They used to serve the Tom Yum for 2 people for the price, now it's only 1 person. The only thai restaurant "
,"October 13, 2009 ",3,"Best in Topeka? Small pool of reviews, but still a good restaurant.","My third week in Topeka, and I'm consistently bored with chain restaurants. I decided to check out TripAdvisor peer recommendations. This was listed as the #1 restaurant in Topeka.

I usually prefer local mom and pop sort of restaurants in a strange city, as I "
,"September 16, 2009 ",4,Panang curry ...decent ..chicken too dry,Did a carry out of P curry medium .chicken was too dry .way too much liquid to solids mix    Other than that it was ok  ordered the appetiser platter and it was OK  actually not too 
,"May 18, 2009 ",5,"Yummy food, awesome service, great value, and clean restaurant!",So surprised by this place. The food was good and plentiful and the prices were very affordable!
,"April 18, 2009 ",5,Awesome Thai food in Topeka...,"The best place to eat in town for under $20.  This place defies logic, as no one expects great Thai food in Topeka   But they would be wrong.  It has low prices, good food and a lunch "
,"January 27, 2009 ",5,Outstanding,"Following the advice of my fellow Tripadvisor contributors, I dined here on a recent business trip to Topeka.   Our party included folks who had never tried Thai food, and ""seasoned"" Thai food lovers.  Everyone enjoyed the meal.

Highly recommend the dish that features peppercorns (can't "
,"December 17, 2008 ",5,"Amazing Thai food, definately worth checking out!!!","Amazing Thai food, definately worth checking out!!!"
,"October 14, 2008 ",5,"monthly visit, Emporia KS","My wife and I make excuses to make the 1 hour trip at least once a month to eat here.  We would eat anything on their menu, but our favorites are the Phad Thai Noodles, Rama the Great, and any of the Curry bowls."
,"October 14, 2008 ",5,Excellent Thai Food where you would not expect it,"We enjoyed a delicious dinner at Tuptim Thai in otherwise dreary Topeka.  The food exceeded that in Thai restaurants in Kansas City.  Chicken Panang, Tom yum soup, and spring rolls were all superb.  We only regret we did not have room for the Purple Yam "
,"September 21, 2008 ",5,This is WOW food!,"OMG.  If you're not from Topeka, this is a must go before you eat anywhere else (yes, it is that good).  Three of us ordered very different meals, all with different levels of heat and each was very satisfied.  The ingredients were incredible--where did they "
,"July 25, 2008 ",5,As good a Thai restaurant as I've found outside of Thailand.,"As good a Thai restaurant as I've found outside of Thailand.

We were only in Topeka for two nights and because we were traveling with our dog, decided to do take-out.  Tried Tuptim Thai the first night and it was so good we went back "
,"March 30, 2008 ",5,You need to go here!,"Definately a must go to place if you're in topeka.  Definately get the Noodles, they make it hot too! Excellent Food!"
,"October 1, 2007 ",5,Best Thai Food in and around Topeka,"Been to several Thai resturants in Kansas City / Lawrence. Nothing was close to what I got in Tuptim.

Try Thier Phad Thai Noodle, Panang Curry, yellow Curry fried Rice, and do not forget the Purple Yam Ice cream."
,"May 11, 2006 ",5,Topeka ethnic food quality catches up to the rest of the world,"I grew up in Topeka and visit there frequently. The choices for really good food have never been really superb (what can you expect from a town that had a restaurant named The Squat and Gobble in the 50's?!), so when we find new restaurants "
